reviews,Cleaned Reviews,POS tagged,Lemma,Sentiment,Analysis
  My March 2020 booking from Islamabad to Skardu was cancelled without any advice and I have been contacting the Airlines by myself via various possible communication channels for more than one month up to now but I have never got any response from it. How can I get paid money and compensations for any additional costs such as non-refundable accommodation I booked and already paid back and complaint it., My March booking from Islamabad to Skardu was cancelled without any advice and I have been contacting the Airlines by myself via various possible communication channels for more than one month up to now but I have never got any response from it How can I get paid money and compensations for any additional costs such as non refundable accommodation I booked and already paid back and complaint it ,"[('March', 'n'), ('booking', 'n'), ('Islamabad', 'n'), ('Skardu', 'n'), ('cancelled', 'v'), ('without', None), ('advice', 'n'), ('contacting', 'v'), ('Airlines', 'n'), ('via', None), ('various', 'a'), ('possible', 'a'), ('communication', 'n'), ('channels', 'n'), ('one', None), ('month', 'n'), ('never', 'r'), ('got', 'v'), ('response', 'n'), ('get', 'v'), ('paid', 'v'), ('money', 'n'), ('compensations', 'n'), ('additional', 'a'), ('costs', 'n'), ('non', 'n'), ('refundable', 'a'), ('accommodation', 'n'), ('booked', 'v'), ('already', 'r'), ('paid', 'v'), ('back', 'r'), ('complaint', 'n')]",  March booking Islamabad Skardu cancel without advice contact Airlines via various possible communication channel one month never get response get pay money compensation additional cost non refundable accommodation book already pay back complaint,-0.6124,Negative
"  I have recently flown from Toronto to Lahore using PIA (Pakistan International Airlines). Overall my experience with the plane and airline have been decent. The service and boarding took a bit long however it was eventually completed with no issues. The plane takeoff was also quite smooth and the majority of fly time was good. We only ran into some turbulence once and it only lasted for a minute. Food was given out at usual times with decent quality (Rice, chicken, coffee, water, desert) the food was decent and it satisfied your hunger for the most part. The rest of the flight was mostly smooth with everything mostly being average. See my opinion on each of the categories below.", I have recently flown from Toronto to Lahore using PIA Pakistan International Airlines Overall my experience with the plane and airline have been decent The service and boarding took a bit long however it was eventually completed with no issues The plane takeoff was also quite smooth and the majority of fly time was good We only ran into some turbulence once and it only lasted for a minute Food was given out at usual times with decent quality Rice chicken coffee water desert the food was decent and it satisfied your hunger for the most part The rest of the flight was mostly smooth with everything mostly being average See my opinion on each of the categories below ,"[('recently', 'r'), ('flown', 'v'), ('Toronto', 'n'), ('Lahore', 'v'), ('using', 'v'), ('PIA', 'n'), ('Pakistan', 'n'), ('International', 'n'), ('Airlines', 'n'), ('Overall', 'n'), ('experience', 'n'), ('plane', 'n'), ('airline', 'n'), ('decent', 'a'), ('service', 'n'), ('boarding', 'v'), ('took', 'v'), ('bit', 'n'), ('long', 'a'), ('however', 'r'), ('eventually', 'r'), ('completed', 'v'), ('issues', 'n'), ('plane', 'n'), ('takeoff', 'n'), ('also', 'r'), ('quite', 'r'), ('smooth', 'a'), ('majority', 'n'), ('fly', 'a'), ('time', 'n'), ('good', 'a'), ('ran', 'v'), ('turbulence', 'n'), ('lasted', 'v'), ('minute', 'n'), ('Food', 'n'), ('given', 'v'), ('usual', 'a'), ('times', 'n'), ('decent', 'a'), ('quality', 'n'), ('Rice', 'n'), ('chicken', 'n'), ('coffee', 'n'), ('water', 'n'), ('desert', 'v'), ('food', 'n'), ('decent', 'a'), ('satisfied', 'v'), ('hunger', 'n'), ('part', 'n'), ('rest', 'n'), ('flight', 'n'), ('mostly', 'r'), ('smooth', 'a'), ('everything', 'n'), ('mostly', 'r'), ('average', 'a'), ('See', 'n'), ('opinion', 'n'), ('categories', 'n')]",  recently fly Toronto Lahore use PIA Pakistan International Airlines Overall experience plane airline decent service board take bit long however eventually complete issue plane takeoff also quite smooth majority fly time good run turbulence last minute Food give usual time decent quality Rice chicken coffee water desert food decent satisfy hunger part rest flight mostly smooth everything mostly average See opinion category,0.5994,Positive
  Manchester to Islamabad - check in at airport was fast and organised. Inside the plane it had very dated cabin look. Blankets and cushions were available. It was a full flight. One of the toilet did not work and was flooded. Cabin crew had no manners and were rather rude. Dinner was tasty and breakfast was also good. Landed 30 minutes ahead of schedule which was great. Return flight to Manchester departed Islamabad on time. On return flight cabin crew were more professional and took good care of passengers. I made a request for something which was immediately fulfilled. Food was tasty. No inflight entertainment as tv screens did not work. This made the journey rather boring. , Manchester to Islamabad check in at airport was fast and organised Inside the plane it had very dated cabin look Blankets and cushions were available It was a full flight One of the toilet did not work and was flooded Cabin crew had no manners and were rather rude Dinner was tasty and breakfast was also good Landed minutes ahead of schedule which was great Return flight to Manchester departed Islamabad on time On return flight cabin crew were more professional and took good care of passengers I made a request for something which was immediately fulfilled Food was tasty No inflight entertainment as tv screens did not work This made the journey rather boring ,"[('Manchester', 'n'), ('Islamabad', 'n'), ('check', 'n'), ('airport', 'n'), ('fast', 'r'), ('organised', 'v'), ('Inside', None), ('plane', 'n'), ('dated', 'a'), ('cabin', 'n'), ('look', 'n'), ('Blankets', 'n'), ('cushions', 'n'), ('available', 'a'), ('full', 'a'), ('flight', 'n'), ('One', None), ('toilet', 'n'), ('work', 'n'), ('flooded', 'v'), ('Cabin', 'n'), ('crew', 'n'), ('manners', 'n'), ('rather', 'r'), ('rude', 'a'), ('Dinner', 'n'), ('tasty', 'a'), ('breakfast', 'n'), ('also', 'r'), ('good', 'a'), ('Landed', 'n'), ('minutes', 'n'), ('ahead', 'r'), ('schedule', 'n'), ('great', 'a'), ('Return', 'n'), ('flight', 'n'), ('Manchester', 'n'), ('departed', 'v'), ('Islamabad', 'n'), ('time', 'n'), ('return', 'n'), ('flight', 'n'), ('cabin', 'n'), ('crew', 'n'), ('professional', 'a'), ('took', 'v'), ('good', 'a'), ('care', 'n'), ('passengers', 'n'), ('made', 'v'), ('request', 'n'), ('something', 'n'), ('immediately', 'r'), ('fulfilled', 'v'), ('Food', 'n'), ('tasty', 'a'), ('inflight', 'n'), ('entertainment', 'n'), ('tv', 'n'), ('screens', 'n'), ('work', 'v'), ('made', 'v'), ('journey', 'n'), ('rather', 'r'), ('boring', 'v')]",  Manchester Islamabad check airport fast organise Inside plane dated cabin look Blankets cushion available full flight One toilet work flood Cabin crew manner rather rude Dinner tasty breakfast also good Landed minute ahead schedule great Return flight Manchester depart Islamabad time return flight cabin crew professional take good care passenger make request something immediately fulfil Food tasty inflight entertainment tv screen work make journey rather bore,0.8979,Positive
"  Executive Economy, PIA is offering business class seats at the rates of economy class. After reading the description of executive economy from PIA, I upgraded my ticket to executive economy for my return flight from Islamabad to Dubai at the cost of 27000 pkr on top of what i had already paid for economy ticket. Lounge at Islamabad  airport was acceptable, Very disappointed once boarded the plane, No audio or visual entertainment, Seats were same as economy with bit of extra legroom only, no business class seats as advertised, just a flimsy little curtains dividing front 12 seats from rest of cabin. Meals were bit better then economy, staff was good. Certainly not worth paying for.  I hope PIA will one day get its act together again.", Executive Economy PIA is offering business class seats at the rates of economy class After reading the description of executive economy from PIA I upgraded my ticket to executive economy for my return flight from Islamabad to Dubai at the cost of pkr on top of what i had already paid for economy ticket Lounge at Islamabad airport was acceptable Very disappointed once boarded the plane No audio or visual entertainment Seats were same as economy with bit of extra legroom only no business class seats as advertised just a flimsy little curtains dividing front seats from rest of cabin Meals were bit better then economy staff was good Certainly not worth paying for I hope PIA will one day get its act together again ,"[('Executive', 'n'), ('Economy', 'n'), ('PIA', 'n'), ('offering', 'v'), ('business', 'n'), ('class', 'n'), ('seats', 'n'), ('rates', 'n'), ('economy', 'n'), ('class', 'n'), ('reading', 'v'), ('description', 'n'), ('executive', 'a'), ('economy', 'n'), ('PIA', 'n'), ('upgraded', 'v'), ('ticket', 'n'), ('executive', 'v'), ('economy', 'n'), ('return', 'n'), ('flight', 'n'), ('Islamabad', 'n'), ('Dubai', 'n'), ('cost', 'n'), ('pkr', 'n'), ('top', 'n'), ('already', 'r'), ('paid', 'v'), ('economy', 'n'), ('ticket', 'n'), ('Lounge', 'n'), ('Islamabad', 'n'), ('airport', 'n'), ('acceptable', 'a'), ('disappointed', 'a'), ('boarded', 'v'), ('plane', 'n'), ('audio', 'n'), ('visual', 'a'), ('entertainment', 'n'), ('Seats', 'n'), ('economy', 'n'), ('bit', 'n'), ('extra', 'a'), ('legroom', 'n'), ('business', 'n'), ('class', 'n'), ('seats', 'n'), ('advertised', 'a'), ('flimsy', 'a'), ('little', 'a'), ('curtains', 'n'), ('dividing', 'v'), ('front', 'a'), ('seats', 'n'), ('rest', 'n'), ('cabin', 'n'), ('Meals', 'n'), ('bit', 'r'), ('better', 'a'), ('economy', 'n'), ('staff', 'n'), ('good', 'a'), ('Certainly', 'r'), ('worth', 'a'), ('paying', 'v'), ('hope', 'v'), ('PIA', 'n'), ('one', None), ('day', 'n'), ('get', 'v'), ('act', 'n'), ('together', 'r')]",  Executive Economy PIA offer business class seat rate economy class read description executive economy PIA upgrade ticket executive economy return flight Islamabad Dubai cost pkr top already pay economy ticket Lounge Islamabad airport acceptable disappointed board plane audio visual entertainment Seats economy bit extra legroom business class seat advertised flimsy little curtain divide front seat rest cabin Meals bit good economy staff good Certainly worth pay hope PIA one day get act together,0.9186,Positive
"  Manchester to Islamabad. Check in was OK at Manchester airport. Business lounge was just a joke. Street vendors probably offer better variety of food then what was available on business lounge. Very dull, old, and tired looking place. Obviously no inflight entertainment. Staff was good. Food was good although we were expecting buffet style cart with different food. Upon return from ISB to MAN, business lounge was much better than one at Manchester and offered a lot more variety of snacks and drinks etc. However, the meal served in business class was so bad. ", Manchester to Islamabad Check in was OK at Manchester airport Business lounge was just a joke Street vendors probably offer better variety of food then what was available on business lounge Very dull old and tired looking place Obviously no inflight entertainment Staff was good Food was good although we were expecting buffet style cart with different food Upon return from ISB to MAN business lounge was much better than one at Manchester and offered a lot more variety of snacks and drinks etc However the meal served in business class was so bad ,"[('Manchester', 'n'), ('Islamabad', 'n'), ('Check', 'n'), ('OK', 'n'), ('Manchester', 'n'), ('airport', 'n'), ('Business', 'n'), ('lounge', 'n'), ('joke', 'a'), ('Street', 'n'), ('vendors', 'n'), ('probably', 'r'), ('offer', 'v'), ('better', 'a'), ('variety', 'n'), ('food', 'n'), ('available', 'a'), ('business', 'n'), ('lounge', 'n'), ('dull', 'a'), ('old', 'a'), ('tired', 'v'), ('looking', 'v'), ('place', 'n'), ('Obviously', 'n'), ('inflight', 'a'), ('entertainment', 'n'), ('Staff', 'n'), ('good', 'a'), ('Food', 'n'), ('good', 'a'), ('although', None), ('expecting', 'v'), ('buffet', 'a'), ('style', 'n'), ('cart', 'n'), ('different', 'a'), ('food', 'n'), ('Upon', None), ('return', 'n'), ('ISB', 'n'), ('MAN', 'n'), ('business', 'n'), ('lounge', 'n'), ('much', 'r'), ('better', 'a'), ('one', None), ('Manchester', 'n'), ('offered', 'v'), ('lot', 'n'), ('variety', 'n'), ('snacks', 'n'), ('drinks', 'n'), ('etc', 'v'), ('However', 'r'), ('meal', 'n'), ('served', 'v'), ('business', 'n'), ('class', 'n'), ('bad', 'a')]",  Manchester Islamabad Check OK Manchester airport Business lounge joke Street vendor probably offer good variety food available business lounge dull old tire look place Obviously inflight entertainment Staff good Food good although expect buffet style cart different food Upon return ISB MAN business lounge much good one Manchester offer lot variety snack drink etc However meal serve business class bad,0.9068,Positive
"  I travelled from Manchester to Islamabad. I found the airline has improved a lot. The cabin crew were excellent, friendly and professional in their service. It looks like this airline is improving steadily", I travelled from Manchester to Islamabad I found the airline has improved a lot The cabin crew were excellent friendly and professional in their service It looks like this airline is improving steadily,"[('travelled', 'v'), ('Manchester', 'n'), ('Islamabad', 'n'), ('found', 'v'), ('airline', 'n'), ('improved', 'v'), ('lot', 'n'), ('cabin', 'n'), ('crew', 'n'), ('excellent', 'a'), ('friendly', 'r'), ('professional', 'a'), ('service', 'n'), ('looks', 'v'), ('like', None), ('airline', 'n'), ('improving', 'v'), ('steadily', 'r')]",  travel Manchester Islamabad find airline improve lot cabin crew excellent friendly professional service look like airline improve steadily,0.9349,Positive
"  Karachi to Quetta. A short haul domestic flight of about one hour. I travelled from this airline after about three years gap. I would say I feel that the punctuality has improved along with some improvement in the services. But aircraft was old and they need to buy new ones. There are too many announcements in the cabin. Overall, it was fine.", Karachi to Quetta A short haul domestic flight of about one hour I travelled from this airline after about three years gap I would say I feel that the punctuality has improved along with some improvement in the services But aircraft was old and they need to buy new ones There are too many announcements in the cabin Overall it was fine ,"[('Karachi', 'n'), ('Quetta', 'v'), ('short', 'a'), ('haul', 'n'), ('domestic', 'a'), ('flight', 'n'), ('one', None), ('hour', 'n'), ('travelled', 'v'), ('airline', 'n'), ('three', None), ('years', 'n'), ('gap', 'n'), ('would', None), ('say', 'v'), ('feel', 'v'), ('punctuality', 'n'), ('improved', 'v'), ('along', None), ('improvement', 'n'), ('services', 'n'), ('aircraft', 'n'), ('old', 'a'), ('need', 'v'), ('buy', 'v'), ('new', 'a'), ('ones', 'n'), ('many', 'a'), ('announcements', 'n'), ('cabin', 'n'), ('Overall', 'n'), ('fine', 'a')]",  Karachi Quetta short haul domestic flight one hour travel airline three year gap would say feel punctuality improve along improvement service aircraft old need buy new one many announcement cabin Overall fine,0.7717,Positive
"  Went to Islamabad from Manchester in June and returned to Manchester in July 2019. 8 hours of torture, to put it politely. Broken / filthy seats, no in-flight entertainment as nothing worked and just 1 newspaper was given after few requests.", Went to Islamabad from Manchester in June and returned to Manchester in July hours of torture to put it politely Broken filthy seats no in flight entertainment as nothing worked and just newspaper was given after few requests ,"[('Went', 'n'), ('Islamabad', 'n'), ('Manchester', 'n'), ('June', 'n'), ('returned', 'v'), ('Manchester', 'n'), ('July', 'n'), ('hours', 'n'), ('torture', 'n'), ('put', 'v'), ('politely', 'r'), ('Broken', 'n'), ('filthy', 'a'), ('seats', 'n'), ('flight', 'n'), ('entertainment', 'n'), ('nothing', 'n'), ('worked', 'v'), ('newspaper', 'n'), ('given', 'v'), ('requests', 'n')]",  Went Islamabad Manchester June return Manchester July hour torture put politely Broken filthy seat flight entertainment nothing work newspaper give request,-0.6369,Negative
" From London to Kabul my baggage was lost for a week. I had to go to the PIA office daily to find out where my bag was. It was delivered very late. From Kabul to Islamabad, flight got cancelled. I missed my flight from Islamabad to London as a result of that. While I was running around together with other passengers to find out what to do, PIA offered no help at all. I am now stuck in Kabul while writing this review. Please avoid Pakistan Intl Airlines.", From London to Kabul my baggage was lost for a week I had to go to the PIA office daily to find out where my bag was It was delivered very late From Kabul to Islamabad flight got cancelled I missed my flight from Islamabad to London as a result of that While I was running around together with other passengers to find out what to do PIA offered no help at all I am now stuck in Kabul while writing this review Please avoid Pakistan Intl Airlines ,"[('London', 'n'), ('Kabul', 'n'), ('baggage', 'n'), ('lost', 'v'), ('week', 'n'), ('go', 'v'), ('PIA', 'n'), ('office', 'n'), ('daily', 'r'), ('find', 'v'), ('bag', 'n'), ('delivered', 'v'), ('late', 'r'), ('Kabul', 'n'), ('Islamabad', 'n'), ('flight', 'n'), ('got', 'v'), ('cancelled', 'v'), ('missed', 'v'), ('flight', 'n'), ('Islamabad', 'n'), ('London', 'n'), ('result', 'n'), ('running', 'v'), ('around', 'r'), ('together', 'r'), ('passengers', 'n'), ('find', 'v'), ('PIA', 'n'), ('offered', 'v'), ('help', 'n'), ('stuck', 'v'), ('Kabul', 'n'), ('writing', 'v'), ('review', 'n'), ('Please', 'n'), ('avoid', 'v'), ('Pakistan', 'n'), ('Intl', 'n'), ('Airlines', 'n')]",  London Kabul baggage lose week go PIA office daily find bag deliver late Kabul Islamabad flight get cancel miss flight Islamabad London result run around together passenger find PIA offer help stick Kabul write review Please avoid Pakistan Intl Airlines,-0.3612,Negative
"  Lahore to Karachi. Flight on time. Clean cabin with decent leg room, curtious and happy serving crew. Full dinner with main, salad, sweet, soft drink followed by tea coffee on a short flight of 1 hour 30 min served. Initially they offered same Chicken Biryani as a main - upon my request they confirmed that they have western continental and vegetarian option. Opted for Western that comprises of grilled fish with vegetables - good temperature. Good to see PIA changing. Downside, no entertainment.", Lahore to Karachi Flight on time Clean cabin with decent leg room curtious and happy serving crew Full dinner with main salad sweet soft drink followed by tea coffee on a short flight of hour min served Initially they offered same Chicken Biryani as a main upon my request they confirmed that they have western continental and vegetarian option Opted for Western that comprises of grilled fish with vegetables good temperature Good to see PIA changing Downside no entertainment ,"[('Lahore', 'r'), ('Karachi', 'n'), ('Flight', 'n'), ('time', 'n'), ('Clean', 'n'), ('cabin', 'n'), ('decent', 'a'), ('leg', 'n'), ('room', 'n'), ('curtious', 'a'), ('happy', 'a'), ('serving', 'n'), ('crew', 'n'), ('Full', 'n'), ('dinner', 'n'), ('main', 'a'), ('salad', 'a'), ('sweet', 'a'), ('soft', 'a'), ('drink', 'n'), ('followed', 'v'), ('tea', 'a'), ('coffee', 'n'), ('short', 'a'), ('flight', 'n'), ('hour', 'n'), ('min', 'n'), ('served', 'v'), ('Initially', 'n'), ('offered', 'v'), ('Chicken', 'n'), ('Biryani', 'n'), ('main', 'a'), ('upon', None), ('request', 'n'), ('confirmed', 'v'), ('western', 'a'), ('continental', 'n'), ('vegetarian', 'a'), ('option', 'n'), ('Opted', 'n'), ('Western', 'n'), ('comprises', 'v'), ('grilled', 'a'), ('fish', 'n'), ('vegetables', 'n'), ('good', 'a'), ('temperature', 'n'), ('Good', 'n'), ('see', 'v'), ('PIA', 'n'), ('changing', 'v'), ('Downside', 'n'), ('entertainment', 'n')]",  Lahore Karachi Flight time Clean cabin decent leg room curtious happy serving crew Full dinner main salad sweet soft drink follow tea coffee short flight hour min serve Initially offer Chicken Biryani main upon request confirm western continental vegetarian option Opted Western comprise grilled fish vegetable good temperature Good see PIA change Downside entertainment,0.9432,Positive
"  Paris to Lahore. Though cabin was just average and they need to re-furbish but comfortable timely flight, very courteous and great cabin crew. Meals with two choices - Western or Pakistani - opted for Pakistani which was filling. Basic non alcoholic drink - hot coffee. Toilets were satisfactory and blankets on demand. Before landing continental breakfast with juice and coffee offered. Downside the lack of in flight entertainment and no wi-fi.  Ground handling at Paris was terrible.", Paris to Lahore Though cabin was just average and they need to re furbish but comfortable timely flight very courteous and great cabin crew Meals with two choices Western or Pakistani opted for Pakistani which was filling Basic non alcoholic drink hot coffee Toilets were satisfactory and blankets on demand Before landing continental breakfast with juice and coffee offered Downside the lack of in flight entertainment and no wi fi Ground handling at Paris was terrible ,"[('Paris', 'n'), ('Lahore', 'n'), ('Though', 'n'), ('cabin', 'n'), ('average', 'a'), ('need', 'v'), ('furbish', 'a'), ('comfortable', 'a'), ('timely', 'a'), ('flight', 'n'), ('courteous', 'a'), ('great', 'a'), ('cabin', 'n'), ('crew', 'n'), ('Meals', 'n'), ('two', None), ('choices', 'n'), ('Western', 'a'), ('Pakistani', 'n'), ('opted', 'v'), ('Pakistani', 'n'), ('filling', 'v'), ('Basic', 'n'), ('non', 'n'), ('alcoholic', 'a'), ('drink', 'v'), ('hot', 'a'), ('coffee', 'n'), ('Toilets', 'n'), ('satisfactory', 'a'), ('blankets', 'n'), ('demand', 'n'), ('landing', 'a'), ('continental', 'a'), ('breakfast', 'n'), ('juice', 'n'), ('coffee', 'n'), ('offered', 'v'), ('Downside', None), ('lack', 'n'), ('flight', 'n'), ('entertainment', 'n'), ('wi', 'a'), ('fi', 'n'), ('Ground', 'n'), ('handling', 'n'), ('Paris', 'n'), ('terrible', 'a')]",  Paris Lahore Though cabin average need furbish comfortable timely flight courteous great cabin crew Meals two choice Western Pakistani opt Pakistani fill Basic non alcoholic drink hot coffee Toilets satisfactory blanket demand landing continental breakfast juice coffee offer Downside lack flight entertainment wi fi Ground handling Paris terrible,0.8442,Positive
"  London Heathrow to Lahore. I booked tickets for myself and my mother after my Gulf Air flight to Sialkot was cancelled. My flight left and arrived on time in Lahore. I was pleasantly surprised. Service was good, toilets clean and working. Plane was clean. Food was great and including a great chicken biryani. I felt very satisfied to fly PIA and will recommend it.", London Heathrow to Lahore I booked tickets for myself and my mother after my Gulf Air flight to Sialkot was cancelled My flight left and arrived on time in Lahore I was pleasantly surprised Service was good toilets clean and working Plane was clean Food was great and including a great chicken biryani I felt very satisfied to fly PIA and will recommend it ,"[('London', 'n'), ('Heathrow', 'n'), ('Lahore', 'v'), ('booked', 'a'), ('tickets', 'n'), ('mother', 'n'), ('Gulf', 'n'), ('Air', 'n'), ('flight', 'n'), ('Sialkot', 'n'), ('cancelled', 'v'), ('flight', 'n'), ('left', 'n'), ('arrived', 'v'), ('time', 'n'), ('Lahore', 'n'), ('pleasantly', 'r'), ('surprised', 'a'), ('Service', 'n'), ('good', 'a'), ('toilets', 'n'), ('clean', 'a'), ('working', 'v'), ('Plane', 'n'), ('clean', 'a'), ('Food', 'n'), ('great', 'a'), ('including', 'v'), ('great', 'a'), ('chicken', 'n'), ('biryani', 'n'), ('felt', 'v'), ('satisfied', 'a'), ('fly', 'v'), ('PIA', 'n'), ('recommend', 'v')]",  London Heathrow Lahore booked ticket mother Gulf Air flight Sialkot cancel flight left arrive time Lahore pleasantly surprised Service good toilet clean work Plane clean Food great include great chicken biryani felt satisfied fly PIA recommend,0.9744,Positive
" London to Islamabad. Hopeless airline, no contact number in UK Poor customer services. No disability assistance as promised. Refusal of bulk head seats for disabled passengers. Broken aircraft seats. No inflight entertainment as listed Tv monitor on seat damaged. Poor English of crew. Use Emirates or Qatar Airways.", London to Islamabad Hopeless airline no contact number in UK Poor customer services No disability assistance as promised Refusal of bulk head seats for disabled passengers Broken aircraft seats No inflight entertainment as listed Tv monitor on seat damaged Poor English of crew Use Emirates or Qatar Airways ,"[('London', 'n'), ('Islamabad', 'n'), ('Hopeless', 'n'), ('airline', 'n'), ('contact', 'n'), ('number', 'n'), ('UK', 'n'), ('Poor', 'n'), ('customer', 'n'), ('services', 'n'), ('disability', 'n'), ('assistance', 'r'), ('promised', 'v'), ('Refusal', 'n'), ('bulk', 'a'), ('head', 'n'), ('seats', 'n'), ('disabled', 'a'), ('passengers', 'n'), ('Broken', 'n'), ('aircraft', 'n'), ('seats', 'v'), ('inflight', 'a'), ('entertainment', 'n'), ('listed', 'a'), ('Tv', 'n'), ('monitor', 'n'), ('seat', 'n'), ('damaged', 'v'), ('Poor', 'n'), ('English', 'n'), ('crew', 'n'), ('Use', 'n'), ('Emirates', 'v'), ('Qatar', 'n'), ('Airways', 'n')]",  London Islamabad Hopeless airline contact number UK Poor customer service disability assistance promise Refusal bulk head seat disabled passenger Broken aircraft seat inflight entertainment listed Tv monitor seat damage Poor English crew Use Emirates Qatar Airways,-0.8779,Negative
"  Islamabad to Gilgit. My flight was cancelled by PIA (sure, I understand - things happen). I called them from Pakistan using a local number to try and get a refund. I was told that I can not do this because I need to call from my Canadian number that is on file to ensure that I am indeed the right person requesting the refund. Sure, I say. I get back to Canada and call their Canadian Toll Free number as listed on their official website. Surprise - it is discontinued and does not work. I then check my ticket confirmation e-mail and it has a different Canadian Toll Free number. Sure, maybe they changed it. Call that number - Surprise, also disconnected. Frustrated, I contact their ticketing office in Toronto. After the standard auto greetings, I tried to get a hold of anyone on the line. Nothing. Nobody answers. Then I try each and every option from Sales and Reservations, Customer Support, to the 'General Manager', to the General information line. All of these are unanswered. Nothing. They all go to voice mails - which, again are all FULL. Every single one of the voice mail boxes is full.  I tried to go online and get my refund myself. The website sucks it displays some java error and does not allow me to login. ", Islamabad to Gilgit My flight was cancelled by PIA sure I understand things happen I called them from Pakistan using a local number to try and get a refund I was told that I can not do this because I need to call from my Canadian number that is on file to ensure that I am indeed the right person requesting the refund Sure I say I get back to Canada and call their Canadian Toll Free number as listed on their official website Surprise it is discontinued and does not work I then check my ticket confirmation e mail and it has a different Canadian Toll Free number Sure maybe they changed it Call that number Surprise also disconnected Frustrated I contact their ticketing office in Toronto After the standard auto greetings I tried to get a hold of anyone on the line Nothing Nobody answers Then I try each and every option from Sales and Reservations Customer Support to the General Manager to the General information line All of these are unanswered Nothing They all go to voice mails which again are all FULL Every single one of the voice mail boxes is full I tried to go online and get my refund myself The website sucks it displays some java error and does not allow me to login ,"[('Islamabad', 'n'), ('Gilgit', 'v'), ('flight', 'n'), ('cancelled', 'v'), ('PIA', 'n'), ('sure', 'a'), ('understand', 'v'), ('things', 'n'), ('happen', 'v'), ('called', 'v'), ('Pakistan', 'n'), ('using', 'v'), ('local', 'a'), ('number', 'n'), ('try', 'v'), ('get', 'v'), ('refund', 'n'), ('told', 'v'), ('need', 'v'), ('call', 'v'), ('Canadian', 'a'), ('number', 'n'), ('file', 'n'), ('ensure', 'v'), ('indeed', 'r'), ('right', 'a'), ('person', 'n'), ('requesting', 'v'), ('refund', 'n'), ('Sure', 'a'), ('say', 'v'), ('get', 'v'), ('back', 'r'), ('Canada', 'n'), ('call', 'v'), ('Canadian', 'a'), ('Toll', 'n'), ('Free', 'n'), ('number', 'n'), ('listed', 'v'), ('official', 'a'), ('website', 'a'), ('Surprise', 'n'), ('discontinued', 'v'), ('work', 'v'), ('check', 'v'), ('ticket', 'n'), ('confirmation', 'n'), ('e', None), ('mail', 'n'), ('different', 'a'), ('Canadian', 'a'), ('Toll', 'n'), ('Free', 'n'), ('number', 'n'), ('Sure', 'n'), ('maybe', 'r'), ('changed', 'v'), ('Call', 'n'), ('number', 'n'), ('Surprise', 'n'), ('also', 'r'), ('disconnected', 'v'), ('Frustrated', 'n'), ('contact', 'v'), ('ticketing', 'a'), ('office', 'n'), ('Toronto', 'n'), ('standard', 'a'), ('auto', 'n'), ('greetings', 'n'), ('tried', 'v'), ('get', 'v'), ('hold', 'n'), ('anyone', 'n'), ('line', 'n'), ('Nothing', 'n'), ('Nobody', 'n'), ('answers', 'n'), ('try', 'v'), ('every', None), ('option', 'n'), ('Sales', 'n'), ('Reservations', 'n'), ('Customer', 'n'), ('Support', 'n'), ('General', 'n'), ('Manager', 'n'), ('General', 'n'), ('information', 'n'), ('line', 'n'), ('unanswered', 'a'), ('Nothing', 'n'), ('go', 'v'), ('voice', 'n'), ('mails', 'n'), ('FULL', 'n'), ('Every', 'n'), ('single', 'a'), ('one', None), ('voice', 'n'), ('mail', 'n'), ('boxes', 'n'), ('full', 'a'), ('tried', 'v'), ('go', 'v'), ('online', 'n'), ('get', 'v'), ('refund', 'n'), ('website', 'n'), ('sucks', 'v'), ('displays', 'v'), ('java', 'n'), ('error', 'n'), ('allow', 'v'), ('login', 'v')]",  Islamabad Gilgit flight cancel PIA sure understand thing happen call Pakistan use local number try get refund tell need call Canadian number file ensure indeed right person request refund Sure say get back Canada call Canadian Toll Free number list official website Surprise discontinue work check ticket confirmation e mail different Canadian Toll Free number Sure maybe change Call number Surprise also disconnect Frustrated contact ticketing office Toronto standard auto greeting try get hold anyone line Nothing Nobody answer try every option Sales Reservations Customer Support General Manager General information line unanswered Nothing go voice mail FULL Every single one voice mail box full try go online get refund website suck display java error allow login,0.9432,Positive
